Event,WhiteElo,BlackElo
36274,2270,2270
36275,2270,2270
36276,2270,2270
36277,2270,2270
36278,2270,2270
36279,2270,2270
36280,2270,2270
36281,2270,2270
36282,2270,2270
36283,2270,2270
36284,2270,2270
36285,2270,2270
36286,2270,2270
36287,2270,2270
36288,2270,2270
36289,2270,2270
36290,2270,2270
36291,2270,2270
36292,2270,2270
36293,2270,2270
36294,2270,2270
36295,2270,2270
36296,2270,2270
36297,2270,2270
36298,2270,2270
36299,2270,2270
36300,2270,2270
36301,2270,2270
36302,2270,2270
36303,2270,2270
36304,2270,2270
36305,2270,2270
36306,2270,2270
36307,2270,2270
36308,2270,2270
36309,2270,2270
36310,2270,2270
36311,2270,2270
36312,2270,2270
36313,2270,2270
36314,2270,2270
36315,2270,2270
36316,2270,2270
36317,2270,2270
36318,2270,2270
36319,2270,2270
36320,2270,2270
36321,2270,2270
36322,2270,2270
36323,2270,2270
36324,2270,2270
36325,2270,2270
36326,2270,2270
36327,2270,2270
36328,2270,2270
36329,2270,2270
36330,2270,2270
36331,2270,2270
36332,2270,2270
36333,2270,2270
36334,2270,2270
36335,2270,2270
36336,2270,2270
36337,2270,2270
36338,2270,2270
36339,2270,2270
36340,2270,2270
36341,2270,2270
36342,2270,2270
36343,2270,2270
36344,2270,2270
36345,2270,2270
36346,2270,2270
36347,2270,2270
36348,2270,2270
36349,2270,2270
36350,2270,2270
36351,2270,2270
36352,2270,2270
36353,2270,2270
36354,2270,2270
36355,2270,2270
36356,2270,2270
36357,2270,2270
36358,2270,2270
36359,2270,2270
36360,2270,2270
36361,2270,2270
36362,2270,2270
36363,2270,2270
36364,2270,2270
36365,2270,2270
36366,2270,2270
36367,2270,2270
36368,2270,2270
36369,2270,2270
36370,2270,2270
36371,2270,2270
36372,2270,2270
36373,2270,2270
36374,2270,2270
36375,2270,2270
36376,2270,2270
36377,2270,2270
36378,2270,2270
36379,2270,2270
36380,2270,2270
36381,2270,2270
36382,2270,2270
36383,2270,2270
36384,2270,2270
36385,2270,2270
36386,2270,2270
36387,2270,2270
36388,2270,2270
36389,2270,2270
36390,2270,2270
36391,2270,2270
36392,2270,2270
36393,2270,2270
36394,2270,2270
36395,2270,2270
36396,2270,2270
36397,2270,2270
36398,2270,2270
36399,2270,2270
36400,2270,2270
36401,2270,2270
36402,2270,2270
36403,2270,2270
36404,2270,2270
36405,2270,2270
36406,2270,2270
36407,2270,2270
36408,2270,2270
36409,2270,2270
36410,2270,2270
36411,2270,2270
36412,2270,2270
36413,2270,2270
36414,2270,2270
36415,2270,2270
36416,2270,2270
36417,2270,2270
36418,2270,2270
36419,2270,2270
36420,2270,2270
36421,2270,2270
36422,2270,2270
36423,2270,2270
36424,2270,2270
36425,2270,2270
36426,2270,2270
36427,2270,2270
36428,2270,2270
36429,2270,2270
36430,2270,2270
36431,2270,2270
36432,2270,2270
36433,2270,2270
36434,2270,2270
36435,2270,2270
36436,2270,2270
36437,2270,2270
36438,2270,2270
36439,2270,2270
36440,2270,2270
36441,2270,2270
36442,2270,2270
36443,2270,2270
36444,2270,2270
36445,2270,2270
36446,2270,2270
36447,2270,2270
36448,2270,2270
36449,2270,2270
36450,2270,2270
36451,2270,2270
36452,2270,2270
36453,2270,2270
36454,2270,2270
36455,2270,2270
36456,2270,2270
36457,2270,2270
36458,2270,2270
36459,2270,2270
36460,2270,2270
36461,2270,2270
36462,2270,2270
36463,2270,2270
36464,2270,2270
36465,2270,2270
36466,2270,2270
36467,2270,2270
36468,2270,2270
36469,2270,2270
36470,2270,2270
36471,2270,2270
36472,2270,2270
36473,2270,2270
36474,2270,2270
36475,2270,2270
36476,2270,2270
36477,2270,2270
36478,2270,2270
36479,2270,2270
36480,2270,2270
36481,2270,2270
36482,2270,2270
36483,2270,2270
36484,2270,2270
36485,2270,2270
36486,2270,2270
36487,2270,2270
36488,2270,2270
36489,2270,2270
36490,2270,2270
36491,2270,2270
36492,2270,2270
36493,2270,2270
36494,2270,2270
36495,2270,2270
36496,2270,2270
36497,2270,2270
36498,2270,2270
36499,2270,2270
36500,2270,2270
36501,2270,2270
36502,2270,2270
36503,2270,2270
36504,2270,2270
36505,2270,2270
36506,2270,2270
36507,2270,2270
36508,2270,2270
36509,2270,2270
36510,2270,2270
36511,2270,2270
36512,2270,2270
36513,2270,2270
36514,2270,2270
36515,2270,2270
36516,2270,2270
36517,2270,2270
36518,2270,2270
36519,2270,2270
36520,2270,2270
36521,2270,2270
36522,2270,2270
36523,2270,2270
36524,2270,2270
36525,2270,2270
36526,2270,2270
36527,2270,2270
36528,2270,2270
36529,2270,2270
36530,2270,2270
36531,2270,2270
36532,2270,2270
36533,2270,2270
36534,2270,2270
36535,2270,2270
36536,2270,2270
36537,2270,2270
36538,2270,2270
36539,2270,2270
36540,2270,2270
36541,2270,2270
36542,2270,2270
36543,2270,2270
36544,2270,2270
36545,2270,2270
36546,2270,2270
36547,2270,2270
36548,2270,2270
36549,2270,2270
36550,2270,2270
36551,2270,2270
36552,2270,2270
36553,2270,2270
36554,2270,2270
36555,2270,2270
36556,2270,2270
36557,2270,2270
36558,2270,2270
36559,2270,2270
36560,2270,2270
36561,2270,2270
36562,2270,2270
36563,2270,2270
36564,2270,2270
36565,2270,2270
36566,2270,2270
36567,2270,2270
36568,2270,2270
36569,2270,2270
36570,2270,2270
36571,2270,2270
36572,2270,2270
36573,2270,2270
36574,2270,2270
36575,2270,2270
36576,2270,2270
36577,2270,2270
36578,2270,2270
36579,2270,2270
36580,2270,2270
36581,2270,2270
36582,2270,2270
36583,2270,2270
36584,2270,2270
36585,2270,2270
36586,2270,2270
36587,2270,2270
36588,2270,2270
36589,2270,2270
36590,2270,2270
36591,2270,2270
36592,2270,2270
36593,2270,2270
36594,2270,2270
36595,2270,2270
36596,2270,2270
36597,2270,2270
36598,2270,2270
36599,2270,2270
36600,2270,2270
36601,2270,2270
36602,2270,2270
36603,2270,2270
36604,2270,2270
36605,2270,2270
36606,2270,2270
36607,2270,2270
36608,2270,2270
36609,2270,2270
36610,2270,2270
36611,2270,2270
36612,2270,2270
36613,2270,2270
36614,2270,2270
36615,2270,2270
36616,2270,2270
36617,2270,2270
36618,2270,2270
36619,2270,2270
36620,2270,2270
36621,2270,2270
36622,2270,2270
36623,2270,2270
36624,2270,2270
36625,2270,2270
36626,2270,2270
36627,2270,2270
36628,2270,2270
36629,2270,2270
36630,2270,2270
36631,2270,2270
36632,2270,2270
36633,2270,2270
36634,2270,2270
36635,2270,2270
36636,2270,2270
36637,2270,2270
36638,2270,2270
36639,2270,2270
36640,2270,2270
36641,2270,2270
36642,2270,2270
36643,2270,2270
36644,2270,2270
36645,2270,2270
36646,2270,2270
36647,2270,2270
36648,2270,2270
36649,2270,2270
36650,2270,2270
36651,2270,2270
36652,2270,2270
36653,2270,2270
36654,2270,2270
36655,2270,2270
36656,2270,2270
36657,2270,2270
36658,2270,2270
36659,2270,2270
36660,2270,2270
36661,2270,2270
36662,2270,2270
36663,2270,2270
36664,2270,2270
36665,2270,2270
36666,2270,2270
36667,2270,2270
36668,2270,2270
36669,2270,2270
36670,2270,2270
36671,2270,2270
36672,2270,2270
36673,2270,2270
36674,2270,2270
36675,2270,2270
36676,2270,2270
36677,2270,2270
36678,2270,2270
36679,2270,2270
36680,2270,2270
36681,2270,2270
36682,2270,2270
36683,2270,2270
36684,2270,2270
36685,2270,2270
36686,2270,2270
36687,2270,2270
36688,2270,2270
36689,2270,2270
36690,2270,2270
36691,2270,2270
36692,2270,2270
36693,2270,2270
36694,2270,2270
36695,2270,2270
36696,2270,2270
36697,2270,2270
36698,2270,2270
36699,2270,2270
36700,2270,2270
36701,2270,2270
36702,2270,2270
36703,2270,2270
36704,2270,2270
36705,2270,2270
36706,2270,2270
36707,2270,2270
36708,2270,2270
36709,2270,2270
36710,2270,2270
36711,2270,2270
36712,2270,2270
36713,2270,2270
36714,2270,2270
36715,2270,2270
36716,2270,2270
36717,2270,2270
36718,2270,2270
36719,2270,2270
36720,2270,2270
36721,2270,2270
36722,2270,2270
36723,2270,2270
36724,2270,2270
36725,2270,2270
36726,2270,2270
36727,2270,2270
36728,2270,2270
36729,2270,2270
36730,2270,2270
36731,2270,2270
36732,2270,2270
36733,2270,2270
36734,2270,2270
36735,2270,2270
36736,2270,2270
36737,2270,2270
36738,2270,2270
36739,2270,2270
36740,2270,2270
36741,2270,2270
36742,2270,2270
36743,2270,2270
36744,2270,2270
36745,2270,2270
36746,2270,2270
36747,2270,2270
36748,2270,2270
36749,2270,2270
36750,2270,2270
36751,2270,2270
36752,2270,2270
36753,2270,2270
36754,2270,2270
36755,2270,2270
36756,2270,2270
36757,2270,2270
36758,2270,2270
36759,2270,2270
36760,2270,2270
36761,2270,2270
36762,2270,2270
36763,2270,2270
36764,2270,2270
36765,2270,2270
36766,2270,2270
36767,2270,2270
36768,2270,2270
36769,2270,2270
36770,2270,2270
36771,2270,2270
36772,2270,2270
36773,2270,2270
36774,2270,2270
36775,2270,2270
36776,2270,2270
36777,2270,2270
36778,2270,2270
36779,2270,2270
36780,2270,2270
36781,2270,2270
36782,2270,2270
36783,2270,2270
36784,2270,2270
36785,2270,2270
36786,2270,2270
36787,2270,2270
36788,2270,2270
36789,2270,2270
36790,2270,2270
36791,2270,2270
36792,2270,2270
36793,2270,2270
36794,2270,2270
36795,2270,2270
36796,2270,2270
36797,2270,2270
36798,2270,2270
36799,2270,2270
36800,2270,2270
36801,2270,2270
36802,2270,2270
36803,2270,2270
36804,2270,2270
36805,2270,2270
36806,2270,2270
36807,2270,2270
36808,2270,2270
36809,2270,2270
36810,2270,2270
36811,2270,2270
36812,2270,2270
36813,2270,2270
36814,2270,2270
36815,2270,2270
36816,2270,2270
36817,2270,2270
36818,2270,2270
36819,2270,2270
36820,2270,2270
36821,2270,2270
36822,2270,2270
36823,2270,2270
36824,2270,2270
36825,2270,2270
36826,2270,2270
36827,2270,2270
36828,2270,2270
36829,2270,2270
36830,2270,2270
36831,2270,2270
36832,2270,2270
36833,2270,2270
36834,2270,2270
36835,2270,2270
36836,2270,2270
36837,2270,2270
36838,2270,2270
36839,2270,2270
36840,2270,2270
36841,2270,2270
36842,2270,2270
36843,2270,2270
36844,2270,2270
36845,2270,2270
36846,2270,2270
36847,2270,2270
36848,2270,2270
36849,2270,2270
36850,2270,2270
36851,2270,2270
36852,2270,2270
36853,2270,2270
36854,2270,2270
36855,2270,2270
36856,2270,2270
36857,2270,2270
36858,2270,2270
36859,2270,2270
36860,2270,2270
36861,2270,2270
36862,2270,2270
36863,2270,2270
36864,2270,2270
36865,2270,2270
36866,2270,2270
36867,2270,2270
36868,2270,2270
36869,2270,2270
36870,2270,2270
36871,2270,2270
36872,2270,2270
36873,2270,2270
36874,2270,2270
36875,2270,2270
36876,2270,2270
36877,2270,2270
36878,2270,2270
36879,2270,2270
36880,2270,2270
36881,2270,2270
36882,2270,2270
36883,2270,2270
36884,2270,2270
36885,2270,2270
36886,2270,2270
36887,2270,2270
36888,2270,2270
36889,2270,2270
36890,2270,2270
36891,2270,2270
36892,2270,2270
36893,2270,2270
36894,2270,2270
36895,2270,2270
36896,2270,2270
36897,2270,2270
36898,2270,2270
36899,2270,2270
36900,2270,2270
36901,2270,2270
36902,2270,2270
36903,2270,2270
36904,2270,2270
36905,2270,2270
36906,2270,2270
36907,2270,2270
36908,2270,2270
36909,2270,2270
36910,2270,2270
36911,2270,2270
36912,2270,2270
36913,2270,2270
36914,2270,2270
36915,2270,2270
36916,2270,2270
36917,2270,2270
36918,2270,2270
36919,2270,2270
36920,2270,2270
36921,2270,2270
36922,2270,2270
36923,2270,2270
36924,2270,2270
36925,2270,2270
36926,2270,2270
36927,2270,2270
36928,2270,2270
36929,2270,2270
36930,2270,2270
36931,2270,2270
36932,2270,2270
36933,2270,2270
36934,2270,2270
36935,2270,2270
36936,2270,2270
36937,2270,2270
36938,2270,2270
36939,2270,2270
36940,2270,2270
36941,2270,2270
36942,2270,2270
36943,2270,2270
36944,2270,2270
36945,2270,2270
36946,2270,2270
36947,2270,2270
36948,2270,2270
36949,2270,2270
36950,2270,2270
36951,2270,2270
36952,2270,2270
36953,2270,2270
36954,2270,2270
36955,2270,2270
36956,2270,2270
36957,2270,2270
36958,2270,2270
36959,2270,2270
36960,2270,2270
36961,2270,2270
36962,2270,2270
36963,2270,2270
36964,2270,2270
36965,2270,2270
36966,2270,2270
36967,2270,2270
36968,2270,2270
36969,2270,2270
36970,2270,2270
36971,2270,2270
36972,2270,2270
36973,2270,2270
36974,2270,2270
36975,2270,2270
36976,2270,2270
36977,2270,2270
36978,2270,2270
36979,2270,2270
36980,2270,2270
36981,2270,2270
36982,2270,2270
36983,2270,2270
36984,2270,2270
36985,2270,2270
36986,2270,2270
36987,2270,2270
36988,2270,2270
36989,2270,2270
36990,2270,2270
36991,2270,2270
36992,2270,2270
36993,2270,2270
36994,2270,2270
36995,2270,2270
36996,2270,2270
36997,2270,2270
36998,2270,2270
36999,2270,2270
37000,2270,2270
37001,2270,2270
37002,2270,2270
37003,2270,2270
37004,2270,2270
37005,2270,2270
37006,2270,2270
37007,2270,2270
37008,2270,2270
37009,2270,2270
37010,2270,2270
37011,2270,2270
37012,2270,2270
37013,2270,2270
37014,2270,2270
37015,2270,2270
37016,2270,2270
37017,2270,2270
37018,2270,2270
37019,2270,2270
37020,2270,2270
37021,2270,2270
37022,2270,2270
37023,2270,2270
37024,2270,2270
37025,2270,2270
37026,2270,2270
37027,2270,2270
37028,2270,2270
37029,2270,2270
37030,2270,2270
37031,2270,2270
37032,2270,2270
37033,2270,2270
37034,2270,2270
37035,2270,2270
37036,2270,2270
37037,2270,2270
37038,2270,2270
37039,2270,2270
37040,2270,2270
37041,2270,2270
37042,2270,2270
37043,2270,2270
37044,2270,2270
37045,2270,2270
37046,2270,2270
37047,2270,2270
37048,2270,2270
37049,2270,2270
37050,2270,2270
37051,2270,2270
37052,2270,2270
37053,2270,2270
37054,2270,2270
37055,2270,2270
37056,2270,2270
37057,2270,2270
37058,2270,2270
37059,2270,2270
37060,2270,2270
37061,2270,2270
37062,2270,2270
37063,2270,2270
37064,2270,2270
37065,2270,2270
37066,2270,2270
37067,2270,2270
37068,2270,2270
37069,2270,2270
37070,2270,2270
37071,2270,2270
37072,2270,2270
37073,2270,2270
37074,2270,2270
37075,2270,2270
37076,2270,2270
37077,2270,2270
37078,2270,2270
37079,2270,2270
37080,2270,2270
37081,2270,2270
37082,2270,2270
37083,2270,2270
37084,2270,2270
37085,2270,2270
37086,2270,2270
37087,2270,2270
37088,2270,2270
37089,2270,2270
37090,2270,2270
37091,2270,2270
37092,2270,2270
37093,2270,2270
37094,2270,2270
37095,2270,2270
37096,2270,2270
37097,2270,2270
37098,2270,2270
37099,2270,2270
37100,2270,2270
37101,2270,2270
37102,2270,2270
37103,2270,2270
37104,2270,2270
37105,2270,2270
37106,2270,2270
37107,2270,2270
37108,2270,2270
37109,2270,2270
37110,2270,2270
37111,2270,2270
37112,2270,2270
37113,2270,2270
37114,2270,2270
37115,2270,2270
37116,2270,2270
37117,2270,2270
37118,2270,2270
37119,2270,2270
37120,2270,2270
37121,2270,2270
37122,2270,2270
37123,2270,2270
37124,2270,2270
37125,2270,2270
37126,2270,2270
37127,2270,2270
37128,2270,2270
37129,2270,2270
37130,2270,2270
37131,2270,2270
37132,2270,2270
37133,2270,2270
37134,2270,2270
37135,2270,2270
37136,2270,2270
37137,2270,2270
37138,2270,2270
37139,2270,2270
37140,2270,2270
37141,2270,2270
37142,2270,2270
37143,2270,2270
37144,2270,2270
37145,2270,2270
37146,2270,2270
37147,2270,2270
37148,2270,2270
37149,2270,2270
37150,2270,2270
37151,2270,2270
37152,2270,2270
37153,2270,2270
37154,2270,2270
37155,2270,2270
37156,2270,2270
37157,2270,2270
37158,2270,2270
37159,2270,2270
37160,2270,2270
37161,2270,2270
37162,2270,2270
37163,2270,2270
37164,2270,2270
37165,2270,2270
37166,2270,2270
37167,2270,2270
37168,2270,2270
37169,2270,2270
37170,2270,2270
37171,2270,2270
37172,2270,2270
37173,2270,2270
37174,2270,2270
37175,2270,2270
37176,2270,2270
37177,2270,2270
37178,2270,2270
37179,2270,2270
37180,2270,2270
37181,2270,2270
37182,2270,2270
37183,2270,2270
37184,2270,2270
37185,2270,2270
37186,2270,2270
37187,2270,2270
37188,2270,2270
37189,2270,2270
37190,2270,2270
37191,2270,2270
37192,2270,2270
37193,2270,2270
37194,2270,2270
37195,2270,2270
37196,2270,2270
37197,2270,2270
37198,2270,2270
37199,2270,2270
37200,2270,2270
37201,2270,2270
37202,2270,2270
37203,2270,2270
37204,2270,2270
37205,2270,2270
37206,2270,2270
37207,2270,2270
37208,2270,2270
37209,2270,2270
37210,2270,2270
37211,2270,2270
37212,2270,2270
37213,2270,2270
37214,2270,2270
37215,2270,2270
37216,2270,2270
37217,2270,2270
37218,2270,2270
37219,2270,2270
37220,2270,2270
37221,2270,2270
37222,2270,2270
37223,2270,2270
37224,2270,2270
37225,2270,2270
37226,2270,2270
37227,2270,2270
37228,2270,2270
37229,2270,2270
37230,2270,2270
37231,2270,2270
37232,2270,2270
37233,2270,2270
37234,2270,2270
37235,2270,2270
37236,2270,2270
37237,2270,2270
37238,2270,2270
37239,2270,2270
37240,2270,2270
37241,2270,2270
37242,2270,2270
37243,2270,2270
37244,2270,2270
37245,2270,2270
37246,2270,2270
37247,2270,2270
37248,2270,2270
37249,2270,2270
37250,2270,2270
37251,2270,2270
37252,2270,2270
37253,2270,2270
37254,2270,2270
37255,2270,2270
37256,2270,2270
37257,2270,2270
37258,2270,2270
37259,2270,2270
37260,2270,2270
37261,2270,2270
37262,2270,2270
37263,2270,2270
37264,2270,2270
37265,2270,2270
37266,2270,2270
37267,2270,2270
37268,2270,2270
37269,2270,2270
37270,2270,2270
37271,2270,2270
37272,2270,2270
37273,2270,2270
37274,2270,2270
37275,2270,2270
37276,2270,2270
37277,2270,2270
37278,2270,2270
37279,2270,2270
37280,2270,2270
37281,2270,2270
37282,2270,2270
37283,2270,2270
37284,2270,2270
37285,2270,2270
37286,2270,2270
37287,2270,2270
37288,2270,2270
37289,2270,2270
37290,2270,2270
37291,2270,2270
37292,2270,2270
37293,2270,2270
37294,2270,2270
37295,2270,2270
37296,2270,2270
37297,2270,2270
37298,2270,2270
37299,2270,2270
37300,2270,2270
37301,2270,2270
37302,2270,2270
37303,2270,2270
37304,2270,2270
37305,2270,2270
37306,2270,2270
37307,2270,2270
37308,2270,2270
37309,2270,2270
37310,2270,2270
37311,2270,2270
37312,2270,2270
37313,2270,2270
37314,2270,2270
37315,2270,2270
37316,2270,2270
37317,2270,2270
37318,2270,2270
37319,2270,2270
37320,2270,2270
37321,2270,2270
37322,2270,2270
37323,2270,2270
37324,2270,2270
37325,2270,2270
37326,2270,2270
37327,2270,2270
37328,2270,2270
37329,2270,2270
37330,2270,2270
37331,2270,2270
37332,2270,2270
37333,2270,2270
37334,2270,2270
37335,2270,2270
37336,2270,2270
37337,2270,2270
37338,2270,2270
37339,2270,2270
37340,2270,2270
37341,2270,2270
37342,2270,2270
37343,2270,2270
37344,2270,2270
37345,2270,2270
37346,2270,2270
37347,2270,2270
37348,2270,2270
37349,2270,2270
37350,2270,2270
37351,2270,2270
37352,2270,2270
37353,2270,2270
37354,2270,2270
37355,2270,2270
37356,2270,2270
37357,2270,2270
37358,2270,2270
37359,2270,2270
37360,2270,2270
37361,2270,2270
37362,2270,2270
37363,2270,2270
37364,2270,2270
37365,2270,2270
37366,2270,2270
37367,2270,2270
37368,2270,2270
37369,2270,2270
37370,2270,2270
37371,2270,2270
37372,2270,2270
37373,2270,2270
37374,2270,2270
37375,2270,2270
37376,2270,2270
37377,2270,2270
37378,2270,2270
37379,2270,2270
37380,2270,2270
37381,2270,2270
37382,2270,2270
37383,2270,2270
37384,2270,2270
37385,2270,2270
37386,2270,2270
37387,2270,2270
37388,2270,2270
37389,2270,2270
37390,2270,2270
37391,2270,2270
37392,2270,2270
37393,2270,2270
37394,2270,2270
37395,2270,2270
37396,2270,2270
37397,2270,2270
37398,2270,2270
37399,2270,2270
37400,2270,2270
37401,2270,2270
37402,2270,2270
37403,2270,2270
37404,2270,2270
37405,2270,2270
37406,2270,2270
37407,2270,2270
37408,2270,2270
37409,2270,2270
37410,2270,2270
37411,2270,2270
37412,2270,2270
37413,2270,2270
37414,2270,2270
37415,2270,2270
37416,2270,2270
37417,2270,2270
37418,2270,2270
37419,2270,2270
37420,2270,2270
37421,2270,2270
37422,2270,2270
37423,2270,2270
37424,2270,2270
37425,2270,2270
37426,2270,2270
37427,2270,2270
37428,2270,2270
37429,2270,2270
37430,2270,2270
37431,2270,2270
37432,2270,2270
37433,2270,2270
37434,2270,2270
37435,2270,2270
37436,2270,2270
37437,2270,2270
37438,2270,2270
37439,2270,2270
37440,2270,2270
37441,2270,2270
37442,2270,2270
37443,2270,2270
37444,2270,2270
37445,2270,2270
37446,2270,2270
37447,2270,2270
37448,2270,2270
37449,2270,2270
37450,2270,2270
37451,2270,2270
37452,2270,2270
37453,2270,2270
37454,2270,2270
37455,2270,2270
37456,2270,2270
37457,2270,2270
37458,2270,2270
37459,2270,2270
37460,2270,2270
37461,2270,2270
37462,2270,2270
37463,2270,2270
37464,2270,2270
37465,2270,2270
37466,2270,2270
37467,2270,2270
37468,2270,2270
37469,2270,2270
37470,2270,2270
37471,2270,2270
37472,2270,2270
37473,2270,2270
37474,2270,2270
37475,2270,2270
37476,2270,2270
37477,2270,2270
37478,2270,2270
37479,2270,2270
37480,2270,2270
37481,2270,2270
37482,2270,2270
37483,2270,2270
37484,2270,2270
37485,2270,2270
37486,2270,2270
37487,2270,2270
37488,2270,2270
37489,2270,2270
37490,2270,2270
37491,2270,2270
37492,2270,2270
37493,2270,2270
37494,2270,2270
37495,2270,2270
37496,2270,2270
37497,2270,2270
37498,2270,2270
37499,2270,2270
37500,2270,2270
37501,2361,2417
37502,2219,2244
37503,2132,2013
37504,2495,2368
37505,2247,2053
37506,2285,2095
37507,2007,2137
37508,2224,2224
37509,2200,2288
37510,1931,2103
37511,2124,2060
37512,2253,2169
37513,2369,2192
37514,2213,2166
37515,2297,2469
37516,2208,2235
37517,2260,2272
37518,2235,2438
37519,2122,2147
37520,2410,2230
37521,1907,2079
37522,2323,2185
37523,2092,2344
37524,2333,2213
37525,2535,2517
37526,2526,2523
37527,2170,2101
37528,2201,2410
37529,2323,2359
37530,2137,2302
37531,2301,2130
37532,2051,2274
37533,2081,2226
37534,2287,2119
37535,2075,1940
37536,2305,2164
37537,2205,2232
37538,2587,2581
37539,2008,2206
37540,2316,2349
37541,2278,2276
37542,2404,2234
37543,2247,2138
37544,2415,2246
37545,2357,2355
37546,2248,2237
37547,2218,2327
37548,2472,2509
37549,2172,2019
37550,2023,2271
37551,2245,2083
37552,2517,2309
37553,2297,2369
37554,2169,1985
37555,2157,2044
37556,2391,2386
37557,2091,2304
37558,2304,2226
37559,2050,2125
37560,2141,2320
37561,2182,2287
37562,2406,2254
37563,2416,2379
37564,2061,1930
37565,2258,2430
37566,2370,2222
37567,2149,2301
37568,2352,2169
37569,2422,2488
37570,2269,2163
37571,2391,2553
37572,1993,2170
37573,2065,2210
37574,2481,2503
37575,2468,2492
37576,2310,2374
37577,2375,2286
37578,2054,1806
37579,2304,2108
37580,1967,2102
37581,2243,2200
37582,2215,2393
37583,2257,2264
37584,2112,2204
37585,2280,2092
37586,2046,2235
37587,2061,2071
37588,2288,2286
37589,2325,2230
37590,2160,2093
37591,1882,2130
37592,1934,2050
37593,2151,2374
37594,2064,2273
37595,2575,2563
37596,2211,1983
37597,2319,2370
37598,2229,2386
37599,2225,2274
37600,1893,2076
37601,2175,2257
37602,2245,2174
37603,2128,1962
37604,2245,2256
37605,2411,2229
37606,2073,1884
37607,2358,2524
37608,2402,2391
37609,2445,2389
37610,2297,2457
37611,2122,2047
37612,2467,2460
37613,2482,2481
37614,2025,1943
37615,2331,2350
37616,2234,2126
37617,2398,2368
37618,2301,2120
37619,2455,2442
37620,2084,1952
37621,2415,2329
37622,2424,2375
37623,2358,2259
37624,2221,2402
37625,2201,2355
37626,2081,1831
37627,2183,1972
37628,2040,2259
37629,2535,2391
37630,2042,1901
37631,2414,2409
37632,2239,2356
37633,2232,2097
37634,2406,2401
37635,2377,2392
37636,1903,1758
37637,2156,1987
37638,2144,2302
37639,2493,2358
37640,2131,2271
37641,2137,1920
37642,2043,1781
37643,2418,2409
37644,1893,2140
37645,2257,2490
37646,2214,2194
37647,2261,2402
37648,2094,2147
37649,2382,2410
37650,2493,2350
37651,2001,2078
37652,2411,2457
37653,2041,2015
37654,2404,2235
37655,2542,2446
37656,2015,2165
37657,2406,2387
37658,2321,2327
37659,2514,2504
37660,2383,2236
37661,2230,2314
37662,2184,2412
37663,2179,2107
37664,1920,2209
37665,2110,2100
37666,1946,2177
37667,2309,2103
37668,2527,2441
37669,2333,2196
37670,2127,2342
37671,2299,2090
37672,2020,2172
37673,2319,2277
37674,2284,2143
37675,2245,2057
37676,2270,2307
37677,2381,2204
37678,1881,1818
37679,2520,2515
37680,2377,2364
37681,2358,2291
37682,2304,2305
37683,2191,2323
37684,2225,2082
37685,2170,2219
37686,2287,2474
37687,1781,2019
37688,2475,2462
37689,2182,2182
37690,2271,2394
37691,2110,1944
37692,2234,2407
37693,2260,2319
37694,2554,2439
37695,2151,2202
37696,2481,2487
37697,2303,2445
37698,2129,2326
37699,2302,2142
37700,2445,2464
37701,2116,2162
37702,2512,2351
37703,2100,2263
37704,2215,2046
37705,2164,2184
37706,2356,2359
37707,2286,2327
37708,2528,2522
37709,2400,2482
37710,2259,2212
37711,2389,2188
37712,2034,2009
37713,2229,2239
37714,2217,2271
37715,1636,1907
37716,1927,1882
37717,2325,2379
37718,2055,2260
37719,2530,2551
37720,2230,2348
37721,1920,2102
37722,2418,2343
37723,2541,2456
37724,1943,2242
37725,2430,2472
37726,2177,2357
37727,2425,2384
37728,2140,2228
37729,2235,2260
37730,2010,2129
37731,2457,2362
37732,1982,2151
37733,2494,2519
37734,2250,2022
37735,2250,2381
37736,2347,2206
37737,2295,2340
37738,2116,2252
37739,1937,2166
37740,2412,2475
37741,2334,2201
37742,2181,2303
37743,2328,2227
37744,2563,2482
37745,2371,2274
37746,2433,2382
37747,2389,2401
37748,2306,2158
37749,2095,2303
37750,2374,2507
37751,2048,2230
37752,2274,2104
37753,2255,2058
37754,2437,2439
37755,2268,2180
37756,2297,2264
37757,2518,2373
37758,2216,2158
37759,1906,2090
37760,2382,2405
37761,2413,2382
37762,2036,1892
37763,2484,2445
37764,2148,2293
37765,2528,2384
37766,2305,2172
37767,2476,2477
37768,2025,1890
37769,2449,2284
37770,2490,2491
37771,2188,2367
37772,2352,2435
37773,2470,2550
37774,2191,2334
37775,1999,2128
37776,2093,2300
37777,2076,2031
37778,2177,2288
37779,2279,2082
37780,2006,2196
37781,2249,2217
37782,2364,2298
37783,2190,2327
37784,2229,1977
37785,2213,2356
37786,2243,2392
37787,2186,2134
37788,2094,2306
37789,2364,2470
37790,1860,2048
37791,2126,2325
37792,2090,1929
37793,2399,2389
37794,2397,2235
37795,2206,2208
37796,2392,2320
37797,2226,2348
37798,2197,2171
37799,2130,2108
37800,2182,2320
37801,2467,2385
37802,2304,2285
37803,2337,2193
37804,2320,2485
37805,1922,2088
37806,2449,2498
37807,2394,2393
37808,2505,2441
37809,2143,2355
37810,1609,1800
37811,2316,2367
37812,2630,2651
37813,2466,2328
37814,2204,2295
37815,2391,2391
37816,2333,2083
37817,2136,2032
37818,2181,2091
37819,2331,2196
37820,2302,2188
37821,2403,2312
37822,2274,2300
37823,1988,2107
37824,2438,2293
37825,2226,2057
37826,2198,2160
